release_date,spawning_year,release_month,n_particles,n_M6,n_M6_north_1979-2015,n_M6_north_2016-2025,n_M6_north_envelope
1994-01-05,1994,1,545807,193303,188362,189572,188338
1994-01-06,1994,1,545807,193001,188188,189349,188158
1994-01-07,1994,1,545807,192440,187819,188973,187788
1994-01-08,1994,1,545807,192519,188000,189140,187974
1994-01-09,1994,1,545807,192049,187412,188588,187399
1994-01-10,1994,1,545807,191292,186834,188022,186832
1994-01-11,1994,1,545807,190118,185607,186766,185602
1994-01-12,1994,1,545807,189257,184627,185702,184622
1994-01-13,1994,1,545807,187381,182854,183869,182851
1994-01-14,1994,1,545807,186759,182409,183432,182409
1994-01-15,1994,1,545807,186685,182198,183206,182198
1994-01-16,1994,1,545807,186673,182235,183272,182235
1994-01-17,1994,1,545807,186561,182244,183180,182244
1994-01-18,1994,1,545807,186143,181791,182772,181791
1994-01-19,1994,1,545807,186101,181852,182805,181852
1994-01-20,1994,1,545807,185907,181685,182660,181685
1994-01-21,1994,1,545807,185930,181849,182766,181849
1994-01-22,1994,1,545807,185832,181761,182728,181760
1994-01-23,1994,1,545807,185815,181791,182683,181787
1994-01-24,1994,1,545807,185276,181546,182325,181535
1994-01-25,1994,1,545807,185377,181691,182434,181679
1994-01-26,1994,1,545807,185089,181365,182171,181352
1994-01-27,1994,1,545807,184805,181242,181900,181223
1994-01-28,1994,1,545807,184413,181042,181732,181021
1994-01-29,1994,1,545807,184581,181333,182013,181312
1994-01-30,1994,1,545807,184192,181041,181755,181016
1994-01-31,1994,1,545807,183716,180550,181194,180521
1994-02-01,1994,2,545807,183550,180375,181053,180352
1994-02-02,1994,2,545807,183361,180021,180701,179998
1994-02-03,1994,2,545807,183229,179803,180514,179779
1994-02-04,1994,2,545807,182731,179366,180030,179341
1994-02-05,1994,2,545807,182227,179064,179691,179041
1994-02-06,1994,2,545807,182355,179092,179739,179065
1994-02-07,1994,2,545807,181919,178550,179231,178531
1994-02-08,1994,2,545807,181839,178549,179194,178535
1994-02-09,1994,2,545807,181856,178555,179199,178543
1994-02-10,1994,2,545807,181784,178566,179185,178552
1994-02-11,1994,2,545807,181475,178320,178908,178300
1994-02-12,1994,2,545807,181165,178336,178936,178330
1994-02-13,1994,2,545807,180809,178257,178791,178256
1994-02-14,1994,2,545807,180037,177699,178278,177699
1994-02-15,1994,2,545807,179637,177513,178053,177513
1994-02-16,1994,2,545807,178738,176852,177343,176849
1994-02-17,1994,2,545807,178302,176574,177001,176573
1994-02-18,1994,2,545807,177824,176096,176518,176084
1994-02-19,1994,2,545807,177607,175876,176288,175869
1994-02-20,1994,2,545807,177528,175943,176296,175915
1994-02-21,1994,2,545807,177159,175640,176033,175627
1994-02-22,1994,2,545807,176893,175596,175897,175564
1994-02-23,1994,2,545807,176754,175347,175669,175313
1994-02-24,1994,2,545807,176599,175264,175541,175228
1994-02-25,1994,2,545807,176378,175123,175408,175092
1994-02-26,1994,2,545807,175626,174347,174645,174301
1994-02-27,1994,2,545807,175303,174145,174404,174102
1994-02-28,1994,2,545807,174922,173817,174092,173782
1994-03-01,1994,3,545807,174259,173179,173444,173142
1994-03-02,1994,3,545807,173420,172473,172691,172437
1994-03-03,1994,3,545807,172867,171966,172183,171932
1994-03-04,1994,3,545807,172817,171889,172158,171861
1994-03-05,1994,3,545807,172633,171646,171882,171616
1994-03-06,1994,3,545807,172435,171478,171744,171460
1994-03-07,1994,3,545807,172360,171419,171640,171397
1994-03-08,1994,3,545807,172536,171598,171856,171580
1994-03-09,1994,3,545807,171942,170948,171212,170935
1994-03-10,1994,3,545807,171548,170665,170929,170654
1994-03-11,1994,3,545807,171895,171018,171266,171010
1994-03-12,1994,3,545807,171860,170995,171260,170990
1994-03-13,1994,3,545807,172259,171325,171586,171309
1994-03-14,1994,3,545807,172080,171192,171473,171190
1994-11-15,1995,11,545807,256434,201266,211338,201178
1994-11-16,1995,11,545807,254287,201134,210989,201057
1994-11-17,1995,11,545807,250594,201463,211211,201378
1994-11-18,1995,11,545807,249631,201638,211482,201550
1994-11-19,1995,11,545807,247222,201231,210562,201154
1994-11-20,1995,11,545807,244796,200881,209779,200795
1994-11-21,1995,11,545807,242083,200375,208930,200302
1994-11-22,1995,11,545807,240944,200699,209472,200626
1994-11-23,1995,11,545807,237398,199822,208367,199751
1994-11-24,1995,11,545807,235535,199452,207872,199382
1994-11-25,1995,11,545807,235303,199632,208381,199569
1994-11-26,1995,11,545807,235834,200446,209505,200387
1994-11-27,1995,11,545807,233190,199325,208480,199272
1994-11-28,1995,11,545807,229676,198095,206659,198039
1994-11-29,1995,11,545807,226165,197001,204958,196970
1994-11-30,1995,11,545807,225965,197256,204869,197218
1994-12-01,1995,12,545807,224870,197336,204337,197296
1994-12-02,1995,12,545807,223971,197580,204055,197531
1994-12-03,1995,12,545807,224083,198187,204270,198153
1994-12-04,1995,12,545807,228566,200412,206670,200356
1994-12-05,1995,12,545807,233916,202955,209502,202895
1994-12-06,1995,12,545807,236358,204101,210690,204017
1994-12-07,1995,12,545807,237837,205032,211878,204944
1994-12-08,1995,12,545807,238193,204940,211816,204849
1994-12-09,1995,12,545807,238694,204831,211859,204739
1994-12-10,1995,12,545807,238205,204352,211087,204245
1994-12-11,1995,12,545807,239476,204582,211132,204471
1994-12-12,1995,12,545807,241684,204835,211638,204737
1994-12-13,1995,12,545807,242102,204779,211305,204682
1994-12-14,1995,12,545807,241772,204844,211095,204735
1994-12-15,1995,12,545807,241375,204499,210825,204395
1994-12-16,1995,12,545807,241220,203862,210186,203769
1994-12-17,1995,12,545807,241797,204520,210739,204391
1994-12-18,1995,12,545807,241515,204798,210522,204680
1994-12-19,1995,12,545807,237342,204716,209923,204608
1994-12-20,1995,12,545807,232435,203930,208740,203800
1994-12-21,1995,12,545807,230664,204189,208882,204060
1994-12-22,1995,12,545807,229124,204268,208971,204131
1994-12-23,1995,12,545807,229304,204819,209348,204700
1994-12-24,1995,12,545807,229265,204619,209217,204509
1994-12-25,1995,12,545807,229016,204809,209318,204709
1994-12-26,1995,12,545807,228785,204440,209158,204355
1994-12-27,1995,12,545807,228652,204063,208660,203999
1994-12-28,1995,12,545807,228218,203601,208244,203520
1994-12-29,1995,12,545807,227983,203177,207970,203110
1994-12-30,1995,12,545807,228094,203735,208340,203683
1994-12-31,1995,12,545807,228026,204079,208617,204016
1995-01-01,1995,1,545807,227967,204190,208792,204138
1995-01-02,1995,1,545807,228127,204498,208981,204434
1995-01-03,1995,1,545807,227803,204021,208539,203959
1995-01-04,1995,1,545807,227640,203982,208468,203904
1995-01-05,1995,1,545807,226970,203757,208262,203677
1995-01-06,1995,1,545807,226869,203618,208063,203531
1995-01-07,1995,1,545807,226418,203297,207704,203208
1995-01-08,1995,1,545807,225938,203499,207785,203398
1995-01-09,1995,1,545807,225399,203655,207840,203536
1995-01-10,1995,1,545807,223395,203503,207711,203399
1995-01-11,1995,1,545807,223083,203660,207829,203553
1995-01-12,1995,1,545807,222572,203782,207722,203669
1995-01-13,1995,1,545807,222104,203292,207303,203179
1995-01-14,1995,1,545807,221150,202743,206514,202638
1995-01-15,1995,1,545807,220482,202753,206456,202600
1995-01-16,1995,1,545807,219253,202533,206205,202421
1995-01-17,1995,1,545807,217592,202398,206035,202295
1995-01-18,1995,1,545807,216825,202180,205772,202073
1995-01-19,1995,1,545807,216285,202191,205856,202100
1995-01-20,1995,1,545807,215899,201850,205477,201745
1995-01-21,1995,1,545807,215529,201516,205036,201410
1995-01-22,1995,1,545807,214582,201017,204581,200933
1995-01-23,1995,1,545807,214074,201225,204787,201128
1995-01-24,1995,1,545807,212583,200805,204331,200695
1995-01-25,1995,1,545807,211460,200182,203373,200066
1995-01-26,1995,1,545807,210476,199884,202829,199788
1995-01-27,1995,1,545807,209088,199060,201857,198957
1995-01-28,1995,1,545807,206830,198184,200829,198088
1995-01-29,1995,1,545807,202308,196657,198172,196574
1995-01-30,1995,1,545807,199109,194915,195956,194886
1995-01-31,1995,1,545807,196042,192634,193491,192610
1995-02-01,1995,2,545807,194842,191523,192350,191516
1995-02-02,1995,2,545807,194258,191009,191845,191005
1995-02-03,1995,2,545807,193810,190663,191482,190657
1995-02-04,1995,2,545807,193321,190285,191040,190266
1995-02-05,1995,2,545807,193107,190181,190916,190163
1995-02-06,1995,2,545807,192945,189885,190634,189863
1995-02-07,1995,2,545807,192703,189697,190482,189685
1995-02-08,1995,2,545807,192328,189292,190060,189283
1995-02-09,1995,2,545807,191808,188765,189582,188764
1995-02-10,1995,2,545807,191308,188234,189090,188234
1995-02-11,1995,2,545807,190733,187735,188627,187734
1995-02-12,1995,2,545807,190606,187612,188481,187611
1995-02-13,1995,2,545807,190192,187085,188040,187085
1995-02-14,1995,2,545807,189917,186939,187830,186938
1995-02-15,1995,2,545807,189467,186380,187373,186378
1995-02-16,1995,2,545807,189462,186389,187415,186388
1995-02-17,1995,2,545807,189138,186004,187029,186000
1995-02-18,1995,2,545807,189053,185814,186895,185811
1995-02-19,1995,2,545807,188926,185716,186809,185711
1995-02-20,1995,2,545807,188321,185060,186213,185053
1995-02-21,1995,2,545807,187704,184327,185511,184324
1995-02-22,1995,2,545807,187526,184175,185266,184170
1995-02-23,1995,2,545807,187284,183780,184895,183780
1995-02-24,1995,2,545807,186809,183474,184517,183468
1995-02-25,1995,2,545807,186498,183121,184261,183114
1995-02-26,1995,2,545807,186421,183138,184195,183134
1995-02-27,1995,2,545807,186044,182663,183716,182659
1995-02-28,1995,2,545807,185782,182456,183523,182447
1995-03-01,1995,3,545807,184990,181694,182715,181691
1995-03-02,1995,3,545807,184968,181680,182699,181675
1995-03-03,1995,3,545807,184610,181506,182481,181502
1995-03-04,1995,3,545807,184214,181120,182068,181120
1995-03-05,1995,3,545807,184281,181263,182152,181259
1995-03-06,1995,3,545807,183946,181007,181837,181003
1995-03-07,1995,3,545807,183710,180960,181829,180956
1995-03-08,1995,3,545807,183344,180723,181550,180720
1995-03-09,1995,3,545807,183447,180847,181680,180841
1995-03-10,1995,3,545807,183378,180760,181602,180748
1995-03-11,1995,3,545807,183257,180693,181510,180684
1995-03-12,1995,3,545807,183273,180938,181689,180928
1995-03-13,1995,3,545807,183185,180801,181571,180790
1995-03-14,1995,3,545807,182624,180372,181191,180365
1995-11-15,1996,11,545807,256530,200640,211265,200553
1995-11-16,1996,11,545807,256722,200772,211364,200699
1995-11-17,1996,11,545807,257351,201150,211536,201055
1995-11-18,1996,11,545807,257866,201124,211639,201043
1995-11-19,1996,11,545807,259308,201108,211793,201012
1995-11-20,1996,11,545807,258566,201227,211820,201131
1995-11-21,1996,11,545807,257062,201134,211471,201024
1995-11-22,1996,11,545807,257258,200960,211534,200854
1995-11-23,1996,11,545807,257168,200851,211374,200760
1995-11-24,1996,11,545807,255661,200683,210992,200591
1995-11-25,1996,11,545807,254074,200059,210508,199969
1995-11-26,1996,11,545807,255605,199894,210368,199797
1995-11-27,1996,11,545807,256844,200076,210321,199983
1995-11-28,1996,11,545807,257190,200183,210458,200089
1995-11-29,1996,11,545807,258229,200462,210703,200366
1995-11-30,1996,11,545807,258166,199892,210009,199792
1995-12-01,1996,12,545807,257894,199702,209817,199605
1995-12-02,1996,12,545807,257342,199594,209576,199511
1995-12-03,1996,12,545807,256911,199766,208911,199653
1995-12-04,1996,12,545807,252781,199758,208635,199639
1995-12-05,1996,12,545807,244797,199814,208520,199696
1995-12-06,1996,12,545807,237052,199764,208353,199657
1995-12-07,1996,12,545807,235785,199635,208050,199542
1995-12-08,1996,12,545807,236423,199946,208316,199816
1995-12-09,1996,12,545807,236140,200047,208363,199913
1995-12-10,1996,12,545807,235995,200126,208249,199986
1995-12-11,1996,12,545807,235471,199729,207776,199588
1995-12-12,1996,12,545807,234829,199731,207186,199570
1995-12-13,1996,12,545807,234685,199854,207318,199712
1995-12-14,1996,12,545807,228685,200124,207063,199961
1995-12-15,1996,12,545807,225806,200248,206958,200110
1995-12-16,1996,12,545807,224888,200336,206759,200202
1995-12-17,1996,12,545807,224042,200154,206576,200054
1995-12-18,1996,12,545807,223740,200085,206240,199980
1995-12-19,1996,12,545807,223424,200088,206302,199983
1995-12-20,1996,12,545807,222863,200062,206093,199938
1995-12-21,1996,12,545807,222646,200170,206223,200075
1995-12-22,1996,12,545807,221833,199983,205700,199907
1995-12-23,1996,12,545807,218824,199268,204767,199172
1995-12-24,1996,12,545807,216298,199300,204762,199207
1995-12-25,1996,12,545807,215696,199236,204659,199127
1995-12-26,1996,12,545807,215357,199181,204474,199080
1995-12-27,1996,12,545807,215013,199125,204282,199021
1995-12-28,1996,12,545807,214038,198873,203953,198773
1995-12-29,1996,12,545807,213522,198794,203715,198691
1995-12-30,1996,12,545807,212915,198528,203352,198417
1995-12-31,1996,12,545807,212369,198245,203007,198150
1996-01-01,1996,1,545807,212160,198109,202700,198011
1996-01-02,1996,1,545807,212120,198298,202853,198210
1996-01-03,1996,1,545807,212042,198430,202928,198326
1996-01-04,1996,1,545807,211509,197672,202195,197584
1996-01-05,1996,1,545807,210976,197705,201966,197630
1996-01-06,1996,1,545807,209561,197144,201103,197058
1996-01-07,1996,1,545807,207430,197100,200597,197009
1996-01-08,1996,1,545807,203181,195920,198295,195836
1996-01-09,1996,1,545807,201675,195299,197516,195233
1996-01-10,1996,1,545807,201055,194890,197095,194833
1996-01-11,1996,1,545807,200035,193987,196139,193952
1996-01-12,1996,1,545807,199686,193536,195705,193514
1996-01-13,1996,1,545807,199723,193603,195713,193575
1996-01-14,1996,1,545807,199428,193393,195554,193356
1996-01-15,1996,1,545807,199056,193053,195182,193018
1996-01-16,1996,1,545807,199086,193096,195281,193051
1996-01-17,1996,1,545807,198912,193119,195221,193072
1996-01-18,1996,1,545807,198565,192802,194813,192758
1996-01-19,1996,1,545807,198412,192750,194737,192699
1996-01-20,1996,1,545807,198375,192720,194708,192664
1996-01-21,1996,1,545807,197995,192822,194594,192758
1996-01-22,1996,1,545807,196292,191866,193315,191833
1996-01-23,1996,1,545807,195694,191709,193070,191706
1996-01-24,1996,1,545807,194991,191216,192398,191210
1996-01-25,1996,1,545807,194712,191128,192219,191110
1996-01-26,1996,1,545807,194516,190953,192126,190930
1996-01-27,1996,1,545807,194489,190987,192126,190952
1996-01-28,1996,1,545807,194461,191166,192247,191130
1996-01-29,1996,1,545807,193949,190814,191854,190775
1996-01-30,1996,1,545807,193813,190984,191939,190950
1996-01-31,1996,1,545807,193615,190778,191859,190737
1996-02-01,1996,2,545807,193462,190610,191708,190575
1996-02-02,1996,2,545807,193374,190535,191581,190485
1996-02-03,1996,2,545807,193561,190596,191701,190552
1996-02-04,1996,2,545807,193308,190569,191572,190531
1996-02-05,1996,2,545807,192934,190012,191142,189981
1996-02-06,1996,2,545807,193309,190244,191367,190199
1996-02-07,1996,2,545807,193328,190314,191405,190283
1996-02-08,1996,2,545807,192900,189866,190944,189847
1996-02-09,1996,2,545807,193016,189930,190991,189911
1996-02-10,1996,2,545807,192980,189842,190914,189825
1996-02-11,1996,2,545807,193129,189935,191032,189916
1996-02-12,1996,2,545807,192841,189710,190707,189694
1996-02-13,1996,2,545807,192607,189510,190487,189504
1996-02-14,1996,2,545807,191881,188955,189787,188948
1996-02-15,1996,2,545807,191862,188968,189766,188956
1996-02-16,1996,2,545807,191788,188918,189703,188916
1996-02-17,1996,2,545807,190908,188364,189075,188364
1996-02-18,1996,2,545807,190271,187680,188381,187680
1996-02-19,1996,2,545807,189517,187101,187772,187101
1996-02-20,1996,2,545807,188704,186297,186959,186297
1996-02-21,1996,2,545807,187786,185350,186022,185350
1996-02-22,1996,2,545807,187475,185045,185725,185045
1996-02-23,1996,2,545807,186921,184530,185228,184530
1996-02-24,1996,2,545807,186726,184356,185051,184356
1996-02-25,1996,2,545807,186445,184051,184729,184051
1996-02-26,1996,2,545807,185994,183655,184343,183655
1996-02-27,1996,2,545807,186293,184009,184657,184009
1996-02-28,1996,2,545807,186392,184056,184741,184056
1996-02-29,1996,2,545807,186579,184133,184870,184133
1996-03-01,1996,3,545807,186426,184012,184727,184012
1996-03-02,1996,3,545807,186783,184279,185030,184279
1996-03-03,1996,3,545807,186845,184429,185126,184429
1996-03-04,1996,3,545807,186643,184060,184813,184060
1996-03-05,1996,3,545807,186280,183810,184494,183810
1996-03-06,1996,3,545807,186001,183570,184263,183570
1996-03-07,1996,3,545807,185579,183218,183903,183218
1996-03-08,1996,3,545807,185624,183231,183897,183231
1996-03-09,1996,3,545807,185412,183022,183797,183022
1996-03-10,1996,3,545807,185426,183038,183708,183037
1996-03-11,1996,3,545807,185455,183000,183735,182998
1996-03-12,1996,3,545807,185196,182786,183512,182786
1996-03-13,1996,3,545807,184850,182397,183164,182397
1996-03-14,1996,3,545807,184375,181871,182617,181871
1996-11-15,1997,11,545807,272655,197484,212717,197425
1996-11-16,1997,11,545807,273427,197464,212424,197418
1996-11-17,1997,11,545807,273535,197486,212419,197432
1996-11-18,1997,11,545807,273307,197290,212311,197218
1996-11-19,1997,11,545807,273164,196719,211538,196662
1996-11-20,1997,11,545807,273010,196700,211525,196644
1996-11-21,1997,11,545807,273079,196850,211551,196787
1996-11-22,1997,11,545807,273204,197265,212099,197197
1996-11-23,1997,11,545807,273350,197357,212192,197290
1996-11-24,1997,11,545807,272857,197770,212107,197718
1996-11-25,1997,11,545807,270258,197974,212473,197913
1996-11-26,1997,11,545807,267975,197772,212631,197697
1996-11-27,1997,11,545807,266638,198652,213108,198581
1996-11-28,1997,11,545807,264513,198862,213012,198770
1996-11-29,1997,11,545807,260427,199340,212757,199287
1996-11-30,1997,11,545807,255565,199427,212733,199351
1996-12-01,1997,12,545807,254602,199500,212601,199422
1996-12-02,1997,12,545807,253631,199072,211772,198993
1996-12-03,1997,12,545807,252519,198454,211041,198370
1996-12-04,1997,12,545807,251792,197956,210670,197881
1996-12-05,1997,12,545807,251910,198023,210678,197951
1996-12-06,1997,12,545807,252170,198019,210433,197953
1996-12-07,1997,12,545807,252815,198948,211038,198867
1996-12-08,1997,12,545807,254225,198914,210916,198835
1996-12-09,1997,12,545807,254192,199199,210905,199115
1996-12-10,1997,12,545807,252990,198995,210311,198921
1996-12-11,1997,12,545807,252948,199258,210320,199188
1996-12-12,1997,12,545807,252436,199196,209800,199126
1996-12-13,1997,12,545807,252168,199401,209991,199325
1996-12-14,1997,12,545807,251811,199472,210150,199406
1996-12-15,1997,12,545807,252096,199683,210393,199603
1996-12-16,1997,12,545807,250981,199485,209523,199412
1996-12-17,1997,12,545807,248274,199108,207983,199050
1996-12-18,1997,12,545807,244133,198816,206268,198740
1996-12-19,1997,12,545807,239636,198437,205329,198376
1996-12-20,1997,12,545807,232505,198366,204534,198307
1996-12-21,1997,12,545807,228408,198586,204336,198528
1996-12-22,1997,12,545807,224039,198172,202972,198111
1996-12-23,1997,12,545807,219152,197810,201880,197741
1996-12-24,1997,12,545807,210160,197622,200499,197547
1996-12-25,1997,12,545807,207091,197485,200140,197415
1996-12-26,1997,12,545807,206103,197262,200001,197205
1996-12-27,1997,12,545807,206046,197363,200208,197305
1996-12-28,1997,12,545807,205513,196896,199805,196859
1996-12-29,1997,12,545807,205407,196781,199572,196729
1996-12-30,1997,12,545807,205052,196532,199229,196473
1996-12-31,1997,12,545807,204997,196655,199416,196613
1997-01-01,1997,1,545807,205011,196693,199286,196631
1997-01-02,1997,1,545807,204976,196783,199381,196735
1997-01-03,1997,1,545807,204767,196506,199102,196464
1997-01-04,1997,1,545807,204723,196538,199166,196480
1997-01-05,1997,1,545807,204807,196624,199238,196578
1997-01-06,1997,1,545807,204597,196563,199163,196511
1997-01-07,1997,1,545807,204959,197124,199715,197075
1997-01-08,1997,1,545807,204739,196769,199407,196717
1997-01-09,1997,1,545807,205258,197354,199989,197301
1997-01-10,1997,1,545807,204736,197013,199607,196969
1997-01-11,1997,1,545807,204220,196789,199369,196748
1997-01-12,1997,1,545807,203874,196386,198948,196329
1997-01-13,1997,1,545807,203911,196452,198977,196399
1997-01-14,1997,1,545807,203941,196431,199037,196389
1997-01-15,1997,1,545807,203988,196383,198932,196332
1997-01-16,1997,1,545807,203622,196253,198760,196216
1997-01-17,1997,1,545807,203579,196195,198687,196153
1997-01-18,1997,1,545807,203155,195790,198257,195754
1997-01-19,1997,1,545807,202510,195406,197712,195366
1997-01-20,1997,1,545807,201461,195001,197046,194955
1997-01-21,1997,1,545807,200707,194556,196633,194516
1997-01-22,1997,1,545807,200407,194477,196566,194444
1997-01-23,1997,1,545807,200053,194118,196105,194073
1997-01-24,1997,1,545807,199697,194042,196026,193993
1997-01-25,1997,1,545807,199061,193862,195657,193809
1997-01-26,1997,1,545807,198757,193618,195403,193553
1997-01-27,1997,1,545807,198523,193646,195412,193591
1997-01-28,1997,1,545807,196891,192899,194392,192853
1997-01-29,1997,1,545807,195886,191949,193326,191891
1997-01-30,1997,1,545807,195729,191840,193220,191776
1997-01-31,1997,1,545807,195215,191506,192794,191453
1997-02-01,1997,2,545807,194999,191279,192527,191207
1997-02-02,1997,2,545807,194281,190657,191892,190602
1997-02-03,1997,2,545807,193802,190283,191504,190213
1997-02-04,1997,2,545807,193749,190150,191328,190091
1997-02-05,1997,2,545807,193155,189728,190875,189683
1997-02-06,1997,2,545807,192792,189467,190533,189405
1997-02-07,1997,2,545807,192758,189417,190482,189353
1997-02-08,1997,2,545807,192383,189152,190155,189093
1997-02-09,1997,2,545807,192224,188954,189980,188893
1997-02-10,1997,2,545807,191679,188372,189473,188307
1997-02-11,1997,2,545807,191280,187975,188992,187918
1997-02-12,1997,2,545807,190714,187447,188476,187373
1997-02-13,1997,2,545807,190588,187265,188245,187164
1997-02-14,1997,2,545807,190366,187165,188076,187066
1997-02-15,1997,2,545807,190097,186878,187851,186792
1997-02-16,1997,2,545807,189852,186562,187543,186453
1997-02-17,1997,2,545807,189928,186713,187691,186636
1997-02-18,1997,2,545807,189900,186598,187585,186508
1997-02-19,1997,2,545807,189609,186315,187281,186232
1997-02-20,1997,2,545807,189355,185983,187008,185899
1997-02-21,1997,2,545807,189033,185595,186598,185503
1997-02-22,1997,2,545807,188985,185665,186672,185571
1997-02-23,1997,2,545807,188941,185711,186701,185643
1997-02-24,1997,2,545807,189103,185877,186864,185802
1997-02-25,1997,2,545807,188894,185630,186731,185568
1997-02-26,1997,2,545807,188822,185648,186626,185556
1997-02-27,1997,2,545807,188662,185361,186381,185295
1997-02-28,1997,2,545807,188572,185188,186209,185123
1997-03-01,1997,3,545807,188419,185115,186087,185035
1997-03-02,1997,3,545807,188032,184682,185652,184620
1997-03-03,1997,3,545807,187950,184540,185573,184486
1997-03-04,1997,3,545807,187334,184050,184993,184004
1997-03-05,1997,3,545807,187064,183764,184717,183730
1997-03-06,1997,3,545807,186519,183323,184217,183281
1997-03-07,1997,3,545807,186149,183112,183958,183085
1997-03-08,1997,3,545807,185606,182743,183535,182711
1997-03-09,1997,3,545807,184867,182043,182762,182006
1997-03-10,1997,3,545807,184516,181838,182528,181800
1997-03-11,1997,3,545807,183475,181088,181620,181059
1997-03-12,1997,3,545807,182162,180004,180503,180004
1997-03-13,1997,3,545807,181334,179264,179819,179264
1997-03-14,1997,3,545807,180124,178485,178991,178485
1997-11-15,1998,11,545807,191892,183477,186107,183471
1997-11-16,1998,11,545807,192667,183998,186413,183992
1997-11-17,1998,11,545807,192823,184338,186713,184334
1997-11-18,1998,11,545807,191767,183315,185744,183312
1997-11-19,1998,11,545807,192469,183973,186417,183970
1997-11-20,1998,11,545807,193845,184184,186676,184183
1997-11-21,1998,11,545807,194663,184230,186584,184227
1997-11-22,1998,11,545807,194955,184261,186679,184261
1997-11-23,1998,11,545807,195217,184493,186868,184489
1997-11-24,1998,11,545807,194627,184111,186271,184111
1997-11-25,1998,11,545807,193871,183688,185713,183688
1997-11-26,1998,11,545807,193255,183676,185401,183676
1997-11-27,1998,11,545807,193080,183690,185290,183690
1997-11-28,1998,11,545807,191817,182714,184217,182714
1997-11-29,1998,11,545807,190869,182066,183575,182065
1997-11-30,1998,11,545807,191492,182457,183959,182452
1997-12-01,1998,12,545807,191181,182306,183885,182305
1997-12-02,1998,12,545807,191026,181812,183405,181812
1997-12-03,1998,12,545807,190643,181440,183143,181440
1997-12-04,1998,12,545807,190710,181622,183238,181619
1997-12-05,1998,12,545807,190145,180979,182661,180979
1997-12-06,1998,12,545807,190225,181126,182841,181126
1997-12-07,1998,12,545807,189914,181247,183016,181247
1997-12-08,1998,12,545807,189903,180889,182619,180888
1997-12-09,1998,12,545807,190779,181173,182906,181173
1997-12-10,1998,12,545807,191320,181497,183207,181493
1997-12-11,1998,12,545807,191394,181245,183010,181230
1997-12-12,1998,12,545807,191838,181594,183385,181587
1997-12-13,1998,12,545807,192341,181929,183841,181917
1997-12-14,1998,12,545807,192708,182045,184154,182027
1997-12-15,1998,12,545807,191676,181598,183630,181588
1997-12-16,1998,12,545807,191538,181656,183741,181645
1997-12-17,1998,12,545807,192333,182279,184375,182271
1997-12-18,1998,12,545807,191616,182064,184248,182060
1997-12-19,1998,12,545807,191338,181986,184161,181976
1997-12-20,1998,12,545807,191832,181953,184214,181946
1997-12-21,1998,12,545807,192521,182343,184783,182337
1997-12-22,1998,12,545807,192901,182637,185238,182634
1997-12-23,1998,12,545807,193117,182841,185474,182838
1997-12-24,1998,12,545807,192326,182486,185047,182485
1997-12-25,1998,12,545807,192163,182645,185237,182645
1997-12-26,1998,12,545807,191526,182220,184793,182220
1997-12-27,1998,12,545807,191696,182360,185129,182359
1997-12-28,1998,12,545807,191743,182174,185069,182174
1997-12-29,1998,12,545807,191624,182203,185093,182203
1997-12-30,1998,12,545807,192094,182273,185455,182273
1997-12-31,1998,12,545807,193264,183270,186635,183269
1998-01-01,1998,1,545807,193916,183616,187098,183615
1998-01-02,1998,1,545807,194387,183643,187393,183643
1998-01-03,1998,1,545807,194525,184001,187703,184001
1998-01-04,1998,1,545807,194593,183685,187547,183684
1998-01-05,1998,1,545807,194735,183716,187787,183715
1998-01-06,1998,1,545807,194092,183752,187431,183752
1998-01-07,1998,1,545807,193915,183707,187263,183703
1998-01-08,1998,1,545807,193267,183319,186877,183319
1998-01-09,1998,1,545807,193212,183507,187050,183497
1998-01-10,1998,1,545807,192908,183248,186736,183237
1998-01-11,1998,1,545807,192771,183293,186709,183280
1998-01-12,1998,1,545807,192725,183336,186750,183330
1998-01-13,1998,1,545807,192370,183410,186745,183397
1998-01-14,1998,1,545807,191963,183474,186639,183464
1998-01-15,1998,1,545807,191388,183281,186252,183272
1998-01-16,1998,1,545807,191507,183594,186596,183590
1998-01-17,1998,1,545807,191159,183313,186261,183308
1998-01-18,1998,1,545807,190934,183259,186176,183255
1998-01-19,1998,1,545807,190937,183278,186287,183270
1998-01-20,1998,1,545807,190822,183153,186112,183143
1998-01-21,1998,1,545807,190870,183396,186327,183385
1998-01-22,1998,1,545807,190407,183055,186024,183046
1998-01-23,1998,1,545807,189855,182709,185567,182699
1998-01-24,1998,1,545807,189215,182273,185116,182268
1998-01-25,1998,1,545807,188585,181831,184627,181825
1998-01-26,1998,1,545807,187800,181297,184024,181287
1998-01-27,1998,1,545807,187439,180904,183637,180899
1998-01-28,1998,1,545807,187322,180729,183508,180724
1998-01-29,1998,1,545807,187048,180425,183183,180413
1998-01-30,1998,1,545807,187015,180279,183084,180272
1998-01-31,1998,1,545807,186969,180166,182981,180162
1998-02-01,1998,2,545807,186971,180443,183119,180439
1998-02-02,1998,2,545807,187441,180861,183609,180856
1998-02-03,1998,2,545807,187450,180778,183540,180774
1998-02-04,1998,2,545807,187355,180975,183603,180973
1998-02-05,1998,2,545807,186768,180587,183104,180586
1998-02-06,1998,2,545807,186627,180716,182985,180715
1998-02-07,1998,2,545807,186458,180770,182729,180769
1998-02-08,1998,2,545807,185792,180425,182151,180425
